id,year,category,nominee,artist
715,2015,Best Rap Album,To Pimp A Butterfly,Kendrick Lamar
716,2015,Best Country Solo Performance,Traveller,Chris Stapleton
717,2015,Best Country Duo/Group Performance,Girl Crush,Little Big Town
719,2015,Best Country Album,Traveller,Chris Stapleton
720,2015,Best New Age Album,Grace,Paul Avgerinos
722,2015,Best Jazz Vocal Album,For One To Love,Cécile McLorin Salvant
723,2015,Best Jazz Instrumental Album,Past Present,John Scofield
724,2015,Best Large Jazz Ensemble Album,The Thompson Fields,Maria Schneider Orchestra
725,2015,Best Latin Jazz Album,Made In Brazil,Eliane Elias
728,2015,Best Gospel Album,Covered: Alive In Asia [Live],Israel & NewBreed
751,2015,Best Song Written For Visual Media,Glory,"Lonnie Lynn, Che Smith & John Stephens, songwriters (Common & John Legend)"
729,2015,Best Contemporary Christian Music Album,This Is Not A Test,Tobymac
730,2015,Best Roots Gospel Album,Still Rockin' My Soul,The Fairfield Four
731,2015,Best Latin Pop Album,A Quien Quiera Escuchar  (Deluxe Edition),Ricky Martin
732,2015,"Best Latin Rock, Urban or Alternative Album",Hasta La Raíz,Natalia Lafourcade
733,2015,"Best Latin Rock, Urban or Alternative Album",Dale,Pitbull
734,2015,Best Regional Mexican Music Album (Including Tejano),Realidades - Deluxe Edition,Los Tigres Del Norte
735,2015,Best Tropical Latin Album,Son De Panamá,Rubén Blades Con Roberto Delgado & Orquesta
736,2015,Best American Roots Performance,See That My Grave Is Kept Clean,Mavis Staples
738,2015,Best Americana Album,Something More Than Free,Jason Isbell
739,2015,Best Bluegrass Album,The Muscle Shoals Recordings,The Steeldrivers
740,2015,Best Blues Album,Born To Play Guitar,Buddy Guy
741,2015,Best Folk Album,Béla Fleck And Abigail Washburn,Béla Fleck & Abigail Washburn
742,2015,Best Regional Roots Music Album,Go Go Juice,Jon Cleary
743,2015,Best Reggae Album,Strictly Roots,Morgan Heritage
744,2015,Best World Music Album,Sings,Angelique Kidjo
745,2015,Best Children's Album,Home,Tim Kubart
746,2015,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",A Full Life: Reflections at Ninety,Jimmy Carter
747,2015,Best Comedy Album,Live At Madison Square Garden,Louis C.K.
749,2015,Best Compilation Soundtrack For Visual Media,Glen Campbell: I'll Be Me,(Various Artists)
3396,1986,"Best Gospel Performance, Female",Morning Like This,Sandi Patti
773,2015,Best Music Video,Bad Blood,Taylor Swift Featuring Kendrick Lamar
774,2015,Best Music Film,Amy,Amy Winehouse
775,2014,Record Of The Year,Stay With Me (Darkchild Version),Sam Smith
776,2014,Album Of The Year,Morning Phase,Beck
779,2014,Best Pop Solo Performance,Happy (Live),Pharrell Williams
780,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera
781,2014,Best Traditional Pop Vocal Album,Cheek To Cheek,Tony Bennett & Lady Gaga
782,2014,Best Pop Vocal Album,In The Lonely Hour,Sam Smith
783,2014,Best Dance Recording,Rather Be,Clean Bandit Featuring Jess Glynne
784,2014,Best Dance/Electronic Album,Syro,Aphex Twin
785,2014,Best Contemporary Instrumental Album,Bass & Mandolin,Chris Thile & Edgar Meyer
786,2014,Best Rock Performance,Lazaretto,Jack White
787,2014,Best Metal Performance,The Last In Line,Tenacious D
789,2014,Best Rock Album,Morning Phase,Beck
790,2014,Best Alternative Music Album,St. Vincent,St. Vincent
791,2014,Best R&B Performance,Drunk In Love,Beyoncé Featuring Jay Z
792,2014,Best Traditional R&B Performance,Jesus Children,Robert Glasper Experiment Featuring Lalah Hathaway & Malcolm-Jamal Warner
794,2014,Best Urban Contemporary Album,Girl,Pharrell Williams
795,2014,Best R&B Album,"Love, Marriage & Divorce",Toni Braxton & Babyface
796,2014,Best Rap Performance,I,Kendrick Lamar
799,2014,Best Rap Album,The Marshall Mathers LP2,Eminem
800,2014,Best Country Solo Performance,Something In The Water,Carrie Underwood
801,2014,Best Country Duo/Group Performance,Gentle On My Mind,The Band Perry
803,2014,Best Country Album,Platinum,Miranda Lambert
804,2014,Best New Age Album,Winds Of Samsara,Ricky Kej & Wouter Kellerman
806,2014,Best Jazz Vocal Album,Beautiful Life,Dianne Reeves
807,2014,Best Jazz Instrumental Album,Trilogy,Chick Corea Trio
808,2014,Best Large Jazz Ensemble Album,Life In The Bubble,Gordon Goodwin's Big Phat Band
809,2014,Best Latin Jazz Album,The Offense Of The Drum,Arturo O'Farrill & The Afro Latin Jazz Orchestra
812,2014,Best Gospel Album,Help,Erica Campbell
813,2014,Best Contemporary Christian Music Album,Run Wild. Live Free. Love Strong.,For King & Country
814,2014,Best Roots Gospel Album,Shine For All The People,Mike Farris
815,2014,Best Latin Pop Album,Tangos,Rubén Blades
816,2014,"Best Latin Rock, Urban or Alternative Album",Multiviral,Calle 13
817,2014,Best Regional Mexican Music Album (Including Tejano),Mano A Mano - Tangos A La Manera De Vicente Fernández,Vicente Fernández
818,2014,Best Tropical Latin Album,Más + Corazón Profundo,Carlos Vives
821,2014,Best Americana Album,The River & The Thread,Rosanne Cash
822,2014,Best Bluegrass Album,The Earls Of Leicester,The Earls Of Leicester
823,2014,Best Blues Album,Step Back,Johnny Winter
824,2014,Best Folk Album,Remedy,Old Crow Medicine Show
825,2014,Best Regional Roots Music Album,The Legacy,Jo-EL Sonnier
826,2014,Best Reggae Album,Fly Rasta,Ziggy Marley
827,2014,Best World Music Album,Eve,Angelique Kidjo
828,2014,Best Children's Album,I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai),Neela Vaswani
829,2014,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Diary Of A Mad Diva,Joan Rivers
830,2014,Best Comedy Album,Mandatory Fun,Weird Al Yankovic
832,2014,Best Compilation Soundtrack For Visual Media,Frozen,(Various Artists)
834,2014,Best Song Written For Visual Media,Let It Go,"Kristen Anderson-Lopez & Robert Lopez, songwriters (Idina Menzel)"
954,2012,Best Hard Rock/Metal Performance,Love Bites (So Do I),Halestorm
856,2014,Best Music Video,Happy,Pharrell Williams
857,2014,Best Music Film,20 Feet From Stardom,"Darlene Love, Merry Clayton, Lisa Fischer & Judith Hill"
858,2013,Record Of The Year,Get Lucky,Daft Punk Featuring Pharrell Williams & Nile Rodgers
859,2013,Album Of The Year,Random Access Memories,Daft Punk
862,2013,Best Pop Solo Performance,Royals,Lorde
863,2013,Best Pop Duo/Group Performance,Get Lucky,Daft Punk Featuring Pharrell Williams & Nile Rodgers
864,2013,Best Pop Instrumental Album,Steppin' Out,Herb Alpert
865,2013,Best Pop Vocal Album,Unorthodox Jukebox,Bruno Mars
866,2013,Best Dance Recording,Clarity,Zedd Featuring Foxes
867,2013,Best Dance/Electronica Album,Random Access Memories,Daft Punk
868,2013,Best Traditional Pop Vocal Album,To Be Loved,Michael Bublé
869,2013,Best Rock Performance,Radioactive,Imagine Dragons
870,2013,Best Metal Performance,God Is Dead?,Black Sabbath
872,2013,Best Rock Album,Celebration Day,Led Zeppelin
873,2013,Best Alternative Music Album,Modern Vampires Of The City,Vampire Weekend
874,2013,Best R&B Performance,Something,Snarky Puppy With Lalah Hathaway
875,2013,Best Traditional R&B Performance,Please Come Home,Gary Clark Jr.
877,2013,Best Urban Contemporary Album,Unapologetic,Rihanna
878,2013,Best R&B Album,Girl On Fire,Alicia Keys
879,2013,Best Rap Performance,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
880,2013,Best Rap/Sung Collaboration,Holy Grail,Jay Z Featuring Justin Timberlake
882,2013,Best Rap Album,The Heist,Macklemore & Ryan Lewis
883,2013,Best Country Solo Performance,Wagon Wheel,Darius Rucker
884,2013,Best Country Duo/Group Performance,From This Valley,The Civil Wars
886,2013,Best Country Album,Same Trailer Different Park,Kacey Musgraves
3481,1985,Best Spoken Word Or Non-Musical Recording,Ma Rainey's Black Bottom,(Original Broadway Cast)
887,2013,Best New Age Album,Love's River,Laura Sullivan
889,2013,Best Jazz Vocal Album,Liquid Spirit,Gregory Porter
890,2013,Best Jazz Instrumental Album,Money Jungle: Provocative In Blue,Terri Lyne Carrington
891,2013,Best Large Jazz Ensemble Album,Night In Calisia,"Randy Brecker, Włodek Pawlik Trio & Kalisz Philharmonic"
892,2013,Best Latin Jazz Album,Song For Maura,Paquito D'Rivera And Trio Corrente
893,2013,Best Gospel/Contemporary Christian Music Performance,Break Every Chain [Live],Tasha Cobbs
896,2013,Best Gospel Album,Greater Than [Live],Tye Tribbett
897,2013,Best Contemporary Christian Music Album,Overcomer,Mandisa
898,2013,Best Latin Pop Album,Vida,Draco Rosa
899,2013,"Best Latin Rock, Urban or Alternative Album",Treinta Días,La Santa Cecilia
900,2013,Best Regional Mexican Music Album (Including Tejano),A Mi Manera,Mariachi Divas De Cindy Shea
901,2013,Best Tropical Latin Album,Pacific Mambo Orchestra,Pacific Mambo Orchestra
903,2013,Best Americana Album,Old Yellow Moon,Emmylou Harris & Rodney Crowell
904,2013,Best Bluegrass Album,The Streets Of Baltimore,Del McCoury Band
905,2013,Best Blues Album,Get Up!,Ben Harper With Charlie Musselwhite
906,2013,Best Folk Album,My Favorite Picture Of You,Guy Clark
907,2013,Best Regional Roots Music Album,Dockside Sessions,Terrance Simien & The Zydeco Experience
908,2013,Best Reggae Album,Ziggy Marley In Concert,Ziggy Marley
909,2013,Best World Music Album,Savor Flamenco,Gipsy Kings
910,2013,Best World Music Album,Live: Singing For Peace Around The World,Ladysmith Black Mambazo
911,2013,Best Children's Album,Throw A Penny In The Wishing Well,Jennifer Gasoi
912,2013,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",America Again: Re-becoming The Greatness We Never Weren't,Stephen Colbert
913,2013,Best Comedy Album,Calm Down Gurrl,Kathy Griffin
915,2013,Best Compilation Soundtrack For Visual Media,Sound City: Real To Reel,Dave Grohl & Various Artists
917,2013,Best Song Written For Visual Media,Skyfall,"Adele Adkins & Paul Epworth, songwriters (Adele)"
940,2013,Best Music Video,Suit & Tie,Justin Timberlake Featuring Jay Z
941,2013,Best Music Film,Live Kisses,Paul McCartney
942,2012,Record Of The Year,Somebody That I Used To Know,Gotye Featuring Kimbra
943,2012,Album Of The Year,Babel,Mumford & Sons
946,2012,Best Pop Solo Performance,Set Fire To The Rain [Live],Adele
947,2012,Best Pop Duo/Group Performance,Somebody That I Used To Know,Gotye Featuring Kimbra
948,2012,Best Pop Instrumental Album,Impressions,Chris Botti
949,2012,Best Pop Vocal Album,Stronger,Kelly Clarkson
950,2012,Best Dance Recording,Bangarang,Skrillex Featuring Sirah
951,2012,Best Dance/Electronica Album,Bangarang,Skrillex
952,2012,Best Traditional Pop Vocal Album,Kisses On The Bottom,Paul McCartney
953,2012,Best Rock Performance,Lonely Boy,The Black Keys
956,2012,Best Rock Album,El Camino,The Black Keys
957,2012,Best Alternative Music Album,Making Mirrors,Gotye
958,2012,Best R&B Performance,Climax,Usher
959,2012,Best Traditional R&B Performance,Love On Top,Beyoncé
961,2012,Best Urban Contemporary Album,Channel Orange,Frank Ocean
962,2012,Best R&B Album,Black Radio,Robert Glasper Experiment
963,2012,Best Rap Performance,N****s In Paris,Jay-Z & Kanye West
964,2012,Best Rap/Sung Collaboration,No Church In The Wild,Jay-Z & Kanye West Featuring Frank Ocean & The-Dream
966,2012,Best Rap Album,Take Care,Drake
967,2012,Best Country Solo Performance,Blown Away,Carrie Underwood
968,2012,Best Country Duo/Group Performance,Pontoon,Little Big Town
970,2012,Best Country Album,Uncaged,Zac Brown Band
971,2012,Best New Age Album,Echoes Of Love,Omar Akram
973,2012,Best Jazz Vocal Album,Radio Music Society,Esperanza Spalding
974,2012,Best Jazz Instrumental Album,Unity Band,Pat Metheny Unity Band
975,2012,Best Large Jazz Ensemble Album,Dear Diz (Every Day I Think Of You),Arturo Sandoval
976,2012,Best Latin Jazz Album,¡Ritmo!,The Clare Fischer Latin Jazz Big Band
977,2012,Best Gospel/Contemporary Christian Music Performance,"10,000 Reasons (Bless The Lord)",Matt Redman
981,2012,Best Gospel Album,Gravity,Lecrae
982,2012,Best Contemporary Christian Music Album,Eye On It,TobyMac
983,2012,Best Latin Pop Album,MTV Unplugged Deluxe Edition,Juanes
984,2012,"Best Latin Rock, Urban or Alternative Album",Imaginaries,Quetzal
985,2012,Best Regional Mexican Music Album (Including Tejano),Pecados Y Milagros,Lila Downs
986,2012,Best Tropical Latin Album,Retro,Marlow Rosado Y La Riqueña
987,2012,Best Americana Album,Slipstream,Bonnie Raitt
988,2012,Best Bluegrass Album,Nobody Knows You,Steep Canyon Rangers
989,2012,Best Blues Album,Locked Down,Dr. John
990,2012,Best Folk Album,The Goat Rodeo Sessions,"Yo-Yo Ma, Stuart Duncan, Edgar Meyer & Chris Thile"
991,2012,Best Regional Roots Music Album,The Band Courtbouillon,"Wayne Toups, Steve Riley & Wilson Savoy"
992,2012,Best Reggae Album,Rebirth,Jimmy Cliff
993,2012,Best World Music Album,The Living Room Sessions Part 1,Ravi Shankar
994,2012,Best Children's Album,Can You Canoe?,The Okee Dokee Brothers
995,2012,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Society's Child: My Autobiography,Janis Ian
996,2012,Best Comedy Album,Blow Your Pants Off,Jimmy Fallon
998,2012,Best Compilation Soundtrack For Visual Media,Midnight In Paris,(Various Artists)
1000,2012,Best Song Written For Visual Media,Safe & Sound (From The Hunger Games),"T Bone Burnett, Taylor Swift, John Paul White & Joy Williams, songwriters (Taylor Swift Featuring The Civil Wars)"
1022,2012,Best Short Form Music Video,We Found Love,Rihanna Featuring Calvin Harris
1023,2012,Best Long Form Music Video,Big Easy Express,"Mumford & Sons, Edward Sharpe & The Magnetic Zeros & Old Crow Medicine Show"
1024,2011,Record Of The Year,Rolling In The Deep,Adele
1025,2011,Album Of The Year,21,Adele
1028,2011,Best Pop Solo Performance,Someone Like You,Adele
1029,2011,Best Pop Duo/Group Performance,Body And Soul,Tony Bennett & Amy Winehouse
1030,2011,Best Pop Instrumental Album,The Road From Memphis,Booker T. Jones
1031,2011,Best Pop Vocal Album,21,Adele
1032,2011,Best Dance Recording,Scary Monsters And Nice Sprites,Skrillex
1033,2011,Best Dance/Electronica Album,Scary Monsters And Nice Sprites,Skrillex
1034,2011,Best Traditional Pop Vocal Album,Duets II,Tony Bennett & Various Artists
1035,2011,Best Rock Performance,Walk,Foo Fighters
1036,2011,Best Hard Rock/Metal Performance,White Limo,Foo Fighters
1038,2011,Best Rock Album,Wasting Light,Foo Fighters
1039,2011,Best Alternative Music Album,Bon Iver,Bon Iver
1040,2011,Best R&B Performance,Is This Love,Corinne Bailey Rae
